variable,question,label,bank,section,touchpoint,subgroup,role,scale_max,include,n_terisi,ada_di_data
T_SL2_10,Pinpad dapat berfungsi dengan baik.2,Pinpad dapat berfungsi dengan baik.2,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,70,Ya
T_SL2_12,Pinpad dapat berfungsi dengan baik.3,Pinpad dapat berfungsi dengan baik.3,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,71,Ya
T_SL1_8,Smart Table dapat berfungsi dengan baik,Smart Table dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,72,Ya
T_SL2_8,Smart Table dapat berfungsi dengan baik.1,Smart Table dapat berfungsi dengan baik.1,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,72,Ya
T_SL1_4,XYZ Santer dapat berfungsi dengan baik,XYZ Santer dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,72,Ya
T_SL2_4,XYZ Santer dapat berfungsi dengan baik.1,XYZ Santer dapat berfungsi dengan baik.1,XYZ,Service Experience,Service Electronics,Keandalan,Atribut,6,1,71,Ya
T_SL1_14,Mesin CRM dapat berfungsi dengan baik,Mesin CRM dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,72,Ya
T_SL2_14,Mesin CRM dapat berfungsi dengan baik.1,Mesin CRM dapat berfungsi dengan baik.1,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,70,Ya
T_SL1_16,Mesin TCR dapat berfungsi dengan baik,Mesin TCR dapat berfungsi dengan baik,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,72,Ya
T_SL2_16,Mesin TCR dapat berfungsi dengan baik.1,Mesin TCR dapat berfungsi dengan baik.1,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,71,Ya
T_SL1_13,"Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM yang memiliki fungsi ATM Tarikan Tunai, ATM Non Tunai, dan ATM Setoran Tunai)",Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM…,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,72,Ya
T_SL2_13,"Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM yang memiliki fungsi ATM Tarikan Tunai, ATM Non Tunai, dan ATM Setoran Tunai).1",Terdapat mesin CRM pada kantor cabang (CRM adalah mesin ATM…,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,72,Ya
T_SL1_15,Terdapat mesin TCR pada kantor cabang (TCR adalah mesin setor tunai di mana nasabah dapat melakukan setoran tunai secara mandiri di area toonbank teller),Terdapat mesin TCR pada kantor cabang (TCR adalah mesin set…,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,72,Ya
T_SL2_15,Terdapat mesin TCR pada kantor cabang (TCR adalah mesin setor tunai di mana nasabah dapat melakukan setoran tunai secara mandiri di area toonbank teller).1,Terdapat mesin TCR pada kantor cabang (TCR adalah mesin set…,XYZ,Service Experience,Service Electronics,Mesin & Perangkat,Atribut,6,1,69,Ya
T_SL2_17,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap SARANA ELEKTRONIK LAYANAN bank","Dengan mempertimbangkan berbagai hal, bagaimana penilaian k…",XYZ,Service Experience,Service Electronics,Overall,Overall,6,1,72,Ya
T_SL1_2,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_2,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah.1,CA menggunakan Smart Tab ketika menjelaskan kepada nasabah.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,71,Ya
T_SL1_5,Terdapat Digital Signage pada kantor cabang,Terdapat Digital Signage pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_5,Terdapat Digital Signage pada kantor cabang.1,Terdapat Digital Signage pada kantor cabang.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,71,Ya
T_SL1_9,Terdapat Pinpad pada area kerja CS,Terdapat Pinpad pada area kerja CS,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_9,Terdapat Pinpad pada area kerja CS.1,Terdapat Pinpad pada area kerja CS.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL1_11,Terdapat Pinpad pada area kerja Teller,Terdapat Pinpad pada area kerja Teller,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_11,Terdapat Pinpad pada area kerja Teller.1,Terdapat Pinpad pada area kerja Teller.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL1_1,Terdapat Smart Tab pada kantor cabang,Terdapat Smart Tab pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_1,Terdapat Smart Tab pada kantor cabang.1,Terdapat Smart Tab pada kantor cabang.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL1_7,Terdapat Smart Table pada kantor cabang,Terdapat Smart Table pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_7,Terdapat Smart Table pada kantor cabang.1,Terdapat Smart Table pada kantor cabang.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,71,Ya
T_SL1_3,Terdapat XYZ Santer pada kantor cabang,Terdapat XYZ Santer pada kantor cabang,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,72,Ya
T_SL2_3,Terdapat XYZ Santer pada kantor cabang.1,Terdapat XYZ Santer pada kantor cabang.1,XYZ,Service Experience,Service Electronics,Sarana Lain,Atribut,6,1,70,Ya
T_AT3_12,Antrian di mesin ATM tidak panjang - kompetitor,Antrian di mesin ATM tidak panjang,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,521,Ya
T_AT3_42,Disediakan nomor call center di mesin ATM yang bisa dihubungi - kompetitor,Disediakan nomor call center di mesin ATM yang bisa dihubun…,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,521,Ya
T_AT3_3,Mesin ATMnya mudah ditemui dimana-mana - kompetitor,Mesin ATMnya mudah ditemui dimana-mana,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,522,Ya
T_AT3_48,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN - kompetitor,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga…,Kompetitor,ATM Experience,ATM,ATM Umum,Atribut,6,0,522,Ya
T_AT2_4,Antrian di mesin ATM tidak panjang,Antrian di mesin ATM tidak panjang,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1598,Ya
T_AT3_11,Antrian di mesin ATM tidak panjang - XYZ,Antrian di mesin ATM tidak panjang,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1596,Ya
T_AT2_14,Disediakan nomor call center di mesin ATM yang bisa dihubungi,Disediakan nomor call center di mesin ATM yang bisa dihubun…,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1598,Ya
T_AT3_41,Disediakan nomor call center di mesin ATM yang bisa dihubungi - XYZ,Disediakan nomor call center di mesin ATM yang bisa dihubun…,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1595,Ya
T_AT2_1,Mesin ATMnya mudah ditemui dimana-mana,Mesin ATMnya mudah ditemui dimana-mana,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1598,Ya
T_AT3_2,Mesin ATMnya mudah ditemui dimana-mana - XYZ,Mesin ATMnya mudah ditemui dimana-mana,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1596,Ya
T_AT2_16,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga…,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1598,Ya
T_AT3_47,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga kerahasiaan nasabah saat memasukkan PIN - XYZ,Terdapat tutup pengaman di atas tombol/keypad untuk menjaga…,XYZ,ATM Experience,ATM,ATM Umum,Atribut,6,1,1594,Ya
T_AT3_9,"Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian - kompetitor",Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berba…,Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,518,Ya
T_AT3_6,"Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai) - kompetitor","Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tu…",Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,520,Ya
T_AT3_54,Memiliki persediaan uang yang cukup - kompetitor,Memiliki persediaan uang yang cukup,Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,520,Ya
T_AT3_27,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000) - kompetitor,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp…,Kompetitor,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,0,521,Ya
T_AT2_3,"Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian",Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berba…,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1598,Ya
T_AT3_8,"Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berbagai macam tagihan, transfer antar bank dan pembelian - XYZ",Fitur-fitur yang ada di mesin ATM lengkap: pembayaran berba…,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1595,Ya
T_AT2_2,"Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai)","Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tu…",XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1598,Ya
T_AT3_5,"Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tunai) - XYZ","Ketersediaan berbagai jenis ATM (tunai, setor tunai, non tu…",XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1593,Ya
T_AT2_18,Memiliki persediaan uang yang cukup,Memiliki persediaan uang yang cukup,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1598,Ya
T_AT3_53,Memiliki persediaan uang yang cukup - XYZ,Memiliki persediaan uang yang cukup,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1595,Ya
T_AT2_9,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000),Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp…,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1598,Ya
T_AT3_26,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp 50.000/Rp 100.000) - XYZ,Menyediakan ATM dengan berbagai pilihan pecahan nominal (Rp…,XYZ,ATM Experience,ATM,Fitur & Transaksi,Atribut,6,1,1596,Ya
T_AT3_21,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi) - kompetitor,Mesin ATMnya berada di lokasi yang aman (bukan di tempat ya…,Kompetitor,ATM Experience,ATM,Keamanan,Atribut,6,0,520,Ya
T_AT3_15,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti - kompetitor,Saya merasa aman ketika bertransaksi menggunakan ATM karena…,Kompetitor,ATM Experience,ATM,Keamanan,Atribut,6,0,521,Ya
T_AT3_33,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan - kompetitor,Selalu meminta PIN setiap kali berganti transaksi untuk men…,Kompetitor,ATM Experience,ATM,Keamanan,Atribut,6,0,519,Ya
T_AT2_7,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi),Mesin ATMnya berada di lokasi yang aman (bukan di tempat ya…,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1598,Ya
T_AT3_20,Mesin ATMnya berada di lokasi yang aman (bukan di tempat yang sepi) - XYZ,Mesin ATMnya berada di lokasi yang aman (bukan di tempat ya…,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1596,Ya
T_AT2_5,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti,Saya merasa aman ketika bertransaksi menggunakan ATM karena…,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1598,Ya
T_AT3_14,Saya merasa aman ketika bertransaksi menggunakan ATM karena dilengkapi dengan CCTV/ada sekuriti - XYZ,Saya merasa aman ketika bertransaksi menggunakan ATM karena…,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1597,Ya
T_AT2_11,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan,Selalu meminta PIN setiap kali berganti transaksi untuk men…,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1598,Ya
T_AT3_32,Selalu meminta PIN setiap kali berganti transaksi untuk menjamin keamanan - XYZ,Selalu meminta PIN setiap kali berganti transaksi untuk men…,XYZ,ATM Experience,ATM,Keamanan,Atribut,6,1,1597,Ya
T_AT3_36,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya - kompetitor,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM…,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,521,Ya
T_AT3_30,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja - kompetitor,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbela…,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,520,Ya
T_AT3_39,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM - kompetitor,Memiliki alarm yang mengingatkan jika kartu ATM belum diamb…,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,521,Ya
T_AT3_18,"Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia) - kompetitor",Mesin ATM dapat berfungsi dengan baik ketika akan digunakan…,Kompetitor,ATM Experience,ATM,Keandalan Mesin,Atribut,6,0,521,Ya
T_AT2_12,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1598,Ya
T_AT3_35,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM lainnya - XYZ,Kartu ATMnya bisa digunakan di ATM BERSAMA dan jaringan ATM…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1597,Ya
T_AT2_10,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbela…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1598,Ya
T_AT3_29,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbelanja - XYZ,Kartu ATMnya dapat digunakan untuk bertransaksi dan berbela…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1597,Ya
T_AT2_13,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM,Memiliki alarm yang mengingatkan jika kartu ATM belum diamb…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1598,Ya
T_AT3_38,Memiliki alarm yang mengingatkan jika kartu ATM belum diambil dari mesin ATM - XYZ,Memiliki alarm yang mengingatkan jika kartu ATM belum diamb…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1594,Ya
T_AT2_6,"Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia)",Mesin ATM dapat berfungsi dengan baik ketika akan digunakan…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1598,Ya
T_AT3_17,"Mesin ATM dapat berfungsi dengan baik ketika akan digunakan (tidak sering error, offline,struk selalu tersedia) - XYZ",Mesin ATM dapat berfungsi dengan baik ketika akan digunakan…,XYZ,ATM Experience,ATM,Keandalan Mesin,Atribut,6,1,1597,Ya
T_AT3_24,"Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi) - kompetitor","Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)",Kompetitor,ATM Experience,ATM,Kenyamanan & Kebersihan,Atribut,6,0,520,Ya
T_AT2_8,"Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)","Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)",XYZ,ATM Experience,ATM,Kenyamanan & Kebersihan,Atribut,6,1,1598,Ya
T_AT3_23,"Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi) - XYZ","Ruangan mesin ATMnya nyaman (sejuk, bersih, wangi)",XYZ,ATM Experience,ATM,Kenyamanan & Kebersihan,Atribut,6,1,1597,Ya
T_AT3_51,Tersedia informasi untuk lokasi ATM terdekat - kompetitor,Tersedia informasi untuk lokasi ATM terdekat,Kompetitor,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,0,520,Ya
T_AT3_45,Tersedia tempat sampah di bilik ATM - kompetitor,Tersedia tempat sampah di bilik ATM,Kompetitor,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,0,520,Ya
T_AT2_17,Tersedia informasi untuk lokasi ATM terdekat,Tersedia informasi untuk lokasi ATM terdekat,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,1,1598,Ya
T_AT3_50,Tersedia informasi untuk lokasi ATM terdekat - XYZ,Tersedia informasi untuk lokasi ATM terdekat,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,1,1596,Ya
T_AT2_15,Tersedia tempat sampah di bilik ATM,Tersedia tempat sampah di bilik ATM,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,1,1598,Ya
T_AT3_44,Tersedia tempat sampah di bilik ATM - XYZ,Tersedia tempat sampah di bilik ATM,XYZ,ATM Experience,ATM,Ketersediaan & Lokasi,Atribut,6,1,1592,Ya
T_AT3_57,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap fasilitas ATM bank…. - kompetitor","Dengan mempertimbangkan berbagai hal, bagaimana penilaian k…",Kompetitor,ATM Experience,ATM,Overall,Overall,6,0,521,Ya
T_AT3_56,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap fasilitas ATM bank…. - XYZ","Dengan mempertimbangkan berbagai hal, bagaimana penilaian k…",XYZ,ATM Experience,ATM,Overall,Overall,6,1,1597,Ya
S1,Jenis kelamin,Jenis kelamin,XYZ,Filter & Profil,,Tambahan,Filter+Profil,0,0,0,Ya
S7,"Seberapa sering Bapak/Ibu melakukan transaksi dengan Bank XYZ, baik secara online dengan mobile banking atau datang ke kantor cabang Bank XYZ ?",Seberapa sering Bapak/Ibu melakukan transaksi dengan Bank X…,XYZ,Filter & Profil,,Tambahan,Filter,0,0,0,Ya
KABKOTA,Kab / Kota,Kab / Kota,XYZ,Filter & Profil,,Utama,Filter,0,0,0,Ya
CABANG,NAMA KANTOR CABANG,NAMA KANTOR CABANG,XYZ,Filter & Profil,,Utama,Filter,0,0,0,Ya
PROV,Provinsi,Provinsi,XYZ,Filter & Profil,,Utama,Filter,0,0,0,Ya
S2_2,Range Usia,Range Usia,XYZ,Filter & Profil,,Utama,Filter+Profil,0,0,0,Ya
S4,Sudah berapa lamakah Bapak/Ibu menjadi nasabah Bank XYZ?,Sudah berapa lamakah Bapak/Ibu menjadi nasabah Bank XYZ?,XYZ,Filter & Profil,,Utama,Filter+Profil,0,0,0,Ya
